"","suppdem","age","party_reg_state","party_primary_state","sex","combined_ethnicity_4way","single","married","num_children","children_3plus","hasreligion","catholic","christian","bible_reader","interest_in_religion","donrever_1","liberal_donor","conservative_donor","contbrel_1","contbpol_1","contbhlt_1","blue_collar","farmer","professional_technical","retired","apparel_1","bookmusc_1","electrnc_1","boatownr_1","cat_1","environm_1","outdgrdn_1","outdoor_1","guns_1","golf_1","investor_1","veteran_1","expensive_items_1","cnty_pct_religious","cnty_pct_evangelical","district_status","property_status","collapsed_educ","relative_income"
"1059","N",55,1,1,"M","W",0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0.35687,0.128698889,2,2,"1",1.437078811
"1060","Y",38,0,0,"M","W",0,1,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0.393898889,0.123458889,2,2,"1",2.513878705
"1061","N",26,1,1,"F","H",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.35687,0.128698889,3,1,"1",1.281816517
"1062","N",62,0,1,"M","H",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.81749,0.43242,2,2,"2",0.895631512
"1063","Y",24,0,1,"F","B",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.59359,0.289008889,2,1,"2",3.023983316
"1064","N",87,0,1,"M","W",0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0.41066,0.1535,2,2,"2",1.575289575
"1065","N",79,0,1,"M","W",0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.44961,0.0957,2,2,"2",0.370998069
"1066","N",24,1,1,"M","W",0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0.44816,0.089078889,3,2,"2",0.818330606
"1067","N",42,0,0,"F","W",0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0.610138889,0.43925,1,2,"2",1.141958077
"1068","Y",67,1,1,"F","H",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0.56234,0.03617,3,2,"2",1.282110694
"1069","Y",71,0,0,"M","W",0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0.51734,0.20031,2,2,"2",0.569409755
"1070","N",37,1,1,"F","W",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0.43029,0.082348889,1,2,"2",1.168885498
"1071","N",55,0,1,"M","W",0,1,3,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0.45975,0.068488889,2,2,"1",1.639831507
"1072","N",81,1,1,"M","W",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0.59532,0.052048889,1,2,"2",0.286738351
"1073","Y",65,1,0,"F","W",0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0.72108,0.03945,3,2,"1",0.774471737
"1074","N",86,1,1,"F","W",0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0.607128889,0.45605,2,2,"2",0.429156213
"1075","N",61,0,1,"F","W",0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0.41743,0.26793,2,2,"2",0.460592747
"1076","N",66,1,1,"F","A",0,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0.37398,0.0937,2,2,"4",1.158301158
"1077","Y",21,1,1,"M","H",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.531038889,0.082968889,3,0,"2",1.797358301
"1078","Y",25,0,1,"F","H",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0.487188889,0.09723,2,2,"2",1.41434018
"1079","N",74,0,1,"M","W",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0.36747,0.12359,1,2,"2",0.358730095
"1080","Y",27,1,1,"F","H",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.531038889,0.082968889,3,2,"2",0.9745155
"1081","N",84,1,0,"F","W",0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0.405398889,0.280898889,1,2,"2",1.242893641
"1082","Y",69,1,0,"M","W",0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0.759278889,0.19031,1,2,"2",0.557992765
"1083","N",20,0,1,"F","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37943,0.074848889,1,2,"2",1.342619787
"1084","Y",94,1,1,"M","W",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0.60197,0.07284,1,2,"2",0.300771263
"1085","N",65,0,1,"M","H",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0.544008889,0.286078889,2,2,"2",0.975367197
"1086","Y",64,1,1,"F","W",0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0.514288889,0.347,2,2,"1",0.625188635
"1087","Y",65,0,1,"M","W",0,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0.405958889,0.313758889,2,2,"4",1.426588526
"1088","N",51,0,1,"F","W",0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0.56435,0.168258889,2,2,"1",2.088588711
"1089","Y",77,0,1,"F","W",0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0.40206,0.145168889,2,2,"1",0.937695353
"1090","Y",79,0,1,"F","W",0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0.386768889,0.154938889,2,2,"2",0.447416172
"1091","N",28,0,0,"F","W",1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.543398889,0.14065,2,2,"1",1.238332379
"1092","Y",23,1,1,"F","B",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404878889,0.24093,2,1,"2",2.028985507
"1093","Y",56,1,1,"M","H",0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.39841,0.10026,2,2,"4",1.366937206
"1094","Y",33,1,0,"F","H",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.42455,0.14784,3,2,"2",1.149129237
"1095","N",81,0,1,"F","W",0,1,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0.26681,0.131348889,1,2,"2",1.002567981
"1096","Y",39,1,1,"F","H",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.494068889,0.05692,2,0,"2",1.803769713
"1097","N",44,0,0,"F","W",0,1,2,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0.46587,0.17702,1,2,"2",1.165352996
"1098","N",76,0,1,"M","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.58508,0.102718889,1,2,"2",1.212424464
"1099","N",25,0,1,"M","H",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519628889,0.09845,3,2,"2",1.300264869
"1100","N",52,0,0,"F","W",0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0.381688889,0.175348889,2,2,"2",1.277907239
"1101","N",37,1,1,"F","W",0,1,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0.41343,0.077468889,3,2,"1",1.863767473
"1102","N",45,1,1,"M","H",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0.480188889,0.136638889,2,2,"2",1.817447496
"1103","Y",61,0,0,"F","W",0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0.353088889,0.099328889,2,1,"4",1.38
"1104","N",35,1,0,"F","H",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48831,0.03882,2,1,"2",4.910714286
"1105","Y",28,1,0,"M","B",0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.397578889,0.108878889,3,2,"2",1.631617114
"1106","Y",40,1,1,"F","B",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333628889,0.112238889,3,2,"1",1.671909093
"1107","N",36,1,0,"F","W",0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0.654278889,0.032578889,2,2,"1",1.150264743
"1108","N",39,0,1,"M","W",0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.33911,0.250198889,2,1,"2",1.288804214
"1109","N",58,1,0,"F","W",0,1,2,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0.72498,0.452578889,2,2,"2",2.244054624
"1110","N",69,0,1,"F","W",0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0.574378889,0.471208889,1,2,"2",0.377152915
"1111","Y",63,1,1,"M","W",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0.56234,0.03617,2,2,"2",0.940939909
"1112","N",62,1,1,"M","W",0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0.687628889,0.047158889,2,2,"2",1.017147917
"1113","N",48,1,0,"M","W",0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0.54757,0.24308,1,2,"2",0.291166729
"1114","Y",57,1,1,"F","H",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.531038889,0.082968889,3,2,"2",2.989536622
"1115","N",76,1,0,"F","H",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.397578889,0.108878889,3,2,"2",0.648319957
"1116","N",70,1,1,"M","B",0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0.44437,0.10975,2,2,"2",0.507538439
"1117","Y",70,1,1,"M","A",0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0.435568889,0.083408889,3,2,"1",1.969318025
"1118","N",60,0,0,"F","W",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0.553658889,0.45755,1,2,"2",1.124658129
"1119","N",58,1,1,"F","W",0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0.478698889,0.08112,1,2,"2",1.155589795
"1120","N",46,1,1,"M","W",0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.541428889,0.286378889,2,2,"2",1.092271757
"1121","N",65,0,1,"F","W",0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0.44156,0.413378889,1,2,"1",0.90830752
"1122","N",74,0,0,"F","W",0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0.31093,0.064518889,1,2,"4",0.848430404
"1123","N",37,1,0,"M","W",0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.33655,0.207318889,2,2,"1",1.30331591
"1124","N",63,1,1,"M","W",1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39073,0.140008889,2,2,"2",1.46809712
"1125","N",19,1,0,"M","H",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.397578889,0.108878889,3,2,"2",1.72
"1126","N",63,1,1,"M","W",0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0.39698,0.201718889,2,2,"2",1.349807912
"1127","N",59,0,1,"F","B",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.575408889,0.253908889,2,2,"2",0.611307211
"1128","N",65,0,1,"F","W",0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.40423,0.1239,2,2,"2",0.355794509
"1129","Y",55,1,0,"F","B",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.55722,0.096238889,2,1,"2",1.440833844
"1130","Y",55,0,0,"F","A",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0.503768889,0.08284,2,2,"1",2.667588796
"1131","N",62,1,1,"M","W",0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0.425818889,0.026588889,2,2,"2",2.684163436
"1132","N",57,1,1,"F","W",0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0.53322,0.059758889,1,2,"2",1.231014922
"1133","N",45,1,1,"M","W",0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.464138889,0.182758889,2,2,"2",1.418658443
"1134","N",58,1,0,"M","W",0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0.377778889,0.149468889,2,2,"2",1.819219519
"1135","Y",77,0,1,"F","H",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0.56435,0.168258889,3,2,"2",1.578982732
"1136","Y",66,1,1,"F","W",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0.48772,0.074988889,3,2,"2",1.06
"1137","Y",79,1,0,"F","H",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0.440198889,0.04175,3,2,"2",0.569013169
"1138","Y",28,0,1,"M","H",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.58395,0.26324,3,2,"2",0.847683402
"1139","N",63,0,1,"M","W",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0.61836,0.41735,1,2,"4",1.507236448
"1140","Y",54,0,1,"F","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488268889,0.3071,1,2,"2",1.431718062
"1141","N",67,1,1,"M","W",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0.59108,0.17508,1,2,"2",1.061893204
"1142","N",52,1,1,"F","W",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0.29581,0.064598889,2,2,"2",1.352216924
"1143","N",59,1,0,"M","A",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367018889,0.126568889,2,2,"2",1.007352515
"1144","N",34,1,1,"F","W",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0.64208,0.04375,2,2,"1",1.057193466
"1145","N",59,0,1,"F","W",0,1,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0.57871,0.349078889,1,2,"2",0.966441849
"1146","N",51,0,0,"M","W",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0.289128889,0.112858889,1,2,"2",1.345662162
"1147","Y",29,1,1,"M","B",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.40055,0.30772,2,0,"2",1.166948058
"1148","Y",29,0,1,"F","B",0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0.634008889,0.280708889,2,2,"1",1.051423047
"1149","N",79,1,1,"F","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0.464138889,0.182758889,2,2,"2",0.960710263
"1150","N",68,0,1,"F","W",0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0.273948889,0.098458889,1,2,"1",0.459277404
"1151","N",23,1,1,"M","W",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0.62359,0.05152,2,2,"2",0.701644968
"1152","Y",52,1,1,"M","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.43354,0.05138,2,2,"2",1.21518428
"1153","N",71,1,0,"M","H",0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0.2355,0.120078889,2,2,"2",0.808377733
"1154","N",21,1,0,"F","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.213168889,0.18674,1,2,"2",1.683572541
"1155","N",67,1,1,"F","H",0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0.457628889,0.114908889,3,2,"2",2.065362653
"1156","N",22,1,1,"F","B",0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.39986,0.119658889,2,2,"2",0.516084638
"1157","N",49,0,1,"F","W",0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0.33635,0.218948889,1,2,"2",1.475204556
"1158","N",29,0,0,"M","W",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.543398889,0.14065,3,2,"2",1.035802747
"1159","N",90,1,0,"U","W",1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0.72498,0.452578889,2,1,"1",0.261081998
"1160","N",59,0,1,"F","W",0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0.801268889,0.082688889,1,2,"2",1.74812077
"1161","Y",47,1,0,"F","W",0,1,5,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0.72108,0.03945,2,2,"1",1.230472485
"1162","Y",74,0,0,"F","W",0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.503768889,0.08284,3,2,"4",0.500171628
"1163","N",82,0,1,"F","W",1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0.65532,0.103268889,2,2,"2",0.977777778
"1164","Y",68,1,1,"F","W",0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.464138889,0.182758889,2,2,"4",1.697587001
"1165","N",57,0,1,"M","W",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37742,0.17137,3,1,"2",2.296797244
"1166","N",50,1,0,"M","H",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0.397578889,0.108878889,2,2,"1",3
"1167","N",69,0,1,"F","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0.54812,0.306778889,1,2,"2",0.839102161
"1168","N",58,1,0,"M","W",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0.418018889,0.12425,1,2,"2",1.704101678
"1169","N",70,1,1,"M","W",0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0.64208,0.04375,3,2,"1",0.958176874
"1170","N",25,0,1,"F","W",0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0.469,0.31024,1,2,"2",1.538006507
"1171","N",74,0,0,"F","W",1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0.62294,0.10478,2,2,"1",2.239369739
"1172","N",68,1,0,"M","W",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0.35761,0.077238889,3,2,"4",0.734606652
"1173","Y",26,1,0,"M","A",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.49424,0.03796,3,2,"4",3.645643456
"1174","N",18,1,1,"F","W",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0.54394,0.328268889,1,2,"2",1.235232004
"1175","N",55,0,0,"F","W",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0.505318889,0.129598889,2,2,"1",0.939345142
"1176","N",72,0,1,"F","W",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.36747,0.12359,1,2,"2",0.347333547
"1177","N",49,1,0,"M","H",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0.367018889,0.126568889,3,2,"2",2.258150512
"1178","N",85,0,1,"F","W",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.479838889,0.197728889,2,2,"2",0.551111111
"1179","N",28,0,1,"F","W",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0.52794,0.357818889,2,2,"2",0.883984962
"1180","N",57,1,0,"M","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.73237,0.02671,3,2,"2",1.017366627
"1181","Y",86,0,0,"F","W",0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0.390938889,0.055178889,2,2,"1",0.397485004
"1182","Y",85,0,1,"M","W",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413148889,0.23683,2,0,"2",1.286977958
"1183","N",63,0,1,"F","W",0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0.54732,0.21308,2,2,"2",1.241678115
"1184","N",32,1,1,"M","H",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0.471958889,0.122958889,2,2,"2",1.053185887
"1185","Y",20,1,1,"M","W",0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0.62359,0.05152,2,2,"1",1.491484977
"1186","Y",73,0,1,"M","W",0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.294938889,0.075218889,2,2,"2",0.609982496
"1187","N",23,0,1,"F","W",0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0.801268889,0.082688889,2,2,"2",1.974951038
"1188","N",40,0,0,"M","W",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348278889,0.02707,2,2,"2",2.065497216
